name: 5df9ce68-9530-437c-b742-418db35f1dea num_items: 0
token, class_id, token_value, token_tf, token_df
успех, @default_class, 0.5, 441.0, 304.0
выделяться, @default_class, 0.0, 54.0, 11.0
немедленно, @default_class, 0.0, 167.0, 140.0
смело, @default_class, 0.0, 50.0, 45.0
невыгодный, @default_class, -0.166666671634, 99.0, 57.0
парковка, @default_class, 0.0, 74.0, 49.0
адекватный, @default_class, 0.416666656733, 340.0, 255.0
уровень, @default_class, 0.0, 1941.0, 877.0
садиться, @default_class, 0.0, 752.0, 227.0
заболевание, @default_class, -0.285714298487, 52.0, 31.0
шепотом, @default_class, 0.0, 9.0, 6.0
индустриальный, @default_class, 0.125, 30.0, 24.0
акционер, @default_class, 0.0, 47.0, 26.0
приходить_сообщение, @default_class, 0.0, 236.0, 108.0
жажда, @default_class, 0.0, 7.0, 4.0
недвижимость, @default_class, 0.0, 363.0, 221.0
тко, @default_class, 0.0, 116.0, 87.0
констатировать, @default_class, 0.0, 109.0, 20.0
ов, @default_class, 0.0, 72.0, 44.0
зато, @default_class, 0.0, 173.0, 169.0
правовой, @default_class, 0.0, 111.0, 96.0
буква, @default_class, 0.0, 330.0, 200.0
ручка, @default_class, 0.0, 96.0, 67.0
невнятный, @default_class, -0.5, 87.0, 69.0
отзывчивость, @default_class, 0.0, 174.0, 110.0
обращаться_офис, @default_class, 0.0, 602.0, 323.0
получатель, @default_class, 0.0, 620.0, 277.0
пора_тот, @default_class, 0.0, 4.0, 3.0
бормотать, @default_class, 0.0, 35.0, 9.0
карточный, @default_class, 0.0, 390.0, 290.0
бензин, @default_class, 0.0, 51.0, 42.0
пресловутый, @default_class, -0.166666671634, 46.0, 44.0
наказывать, @default_class, -0.25, 490.0, 168.0
всячески, @default_class, 0.0, 107.0, 105.0
замечательный, @default_class, 0.333333343267, 367.0, 302.0
вложенный, @default_class, 0.0, 9.0, 8.0
предпринимательский, @default_class, 0.0, 100.0, 58.0
впихивать, @default_class, -0.40000000596, 75.0, 23.0
полежать, @default_class, 0.0, 56.0, 13.0
пространство, @default_class, 0.0, 39.0, 23.0
использоваться, @default_class, 0.0, 685.0, 146.0
тайна, @default_class, 0.0, 293.0, 110.0
перо, @default_class, 0.0, 17.0, 15.0
ча, @default_class, 0.0, 2.0, 2.0
видать, @default_class, 0.0, 232.0, 82.0
указание, @default_class, 0.0, 880.0, 420.0
округлять, @default_class, 0.0, 116.0, 38.0
просвещение, @default_class, 0.0, 79.0, 57.0
адвокат, @default_class, 0.0, 76.0, 46.0
телевидение, @default_class, 0.0, 34.0, 24.0
маленький_ребенок, @default_class, 0.0, 1.0, 1.0
оповещение, @default_class, 0.0, 1426.0, 621.0
привилегия, @default_class, -0.166666671634, 2607.0, 960.0
законодательство_нарушение, @default_class, 0.0, 42.0, 33.0
опасность, @default_class, -0.25, 17.0, 10.0
конский, @default_class, 0.0, 20.0, 19.0
звонить_центр, @default_class, 0.0, 89.0, 39.0
премиум, @default_class, 0.0, 36.0, 21.0
тысяча, @default_class, 0.0, 2022.0, 1069.0
навязывать_услуга, @default_class, 0.0, 155.0, 83.0
ошибочно, @default_class, 0.0, 167.0, 114.0
прогноз, @default_class, 0.0, 28.0, 14.0
пытка, @default_class, -0.166666671634, 29.0, 14.0
заскакивать, @default_class, 0.0, 57.0, 13.0
сеанс, @default_class, 0.0, 25.0, 15.0
б, @default_class, 0.0, 790.0, 592.0
носить, @default_class, 0.0, 611.0, 139.0
табличка, @default_class, 0.0, 160.0, 86.0
воспринимать, @default_class, -0.125, 287.0, 68.0
пароль, @default_class, 0.0, 1311.0, 508.0
преждевременный, @default_class, 0.0, 6.0, 6.0
причинять_ущерб, @default_class, 0.0, 20.0, 7.0
мораль, @default_class, 0.125, 30.0, 26.0
разбирательство, @default_class, 0.0, 366.0, 250.0
полгорода, @default_class, 0.0, 14.0, 14.0
зачислять_счет, @default_class, 0.0, 164.0, 112.0
будто, @default_class, 0.0, 152.0, 147.0
нужный, @default_class, 0.10000000149, 12794.0, 3132.0
доверять, @default_class, 0.125, 1237.0, 331.0
диск, @default_class, 0.0, 7.0, 3.0
бр, @default_class, 0.0, 6.0, 6.0
заменять, @default_class, 0.125, 449.0, 150.0
выше, @default_class, 0.0, 448.0, 314.0
центральный, @default_class, 0.0, 645.0, 513.0
крупный, @default_class, 0.0, 1027.0, 830.0
синий, @default_class, 0.0, 86.0, 70.0
асв, @default_class, 0.0, 433.0, 197.0
пользоваться_услуга, @default_class, 0.0, 579.0, 396.0
варшавский, @default_class, 0.0, 35.0, 22.0
прокомментировать, @default_class, 0.0, 513.0, 161.0
настоятельно_просить, @default_class, 0.0, 1.0, 1.0
досье, @default_class, 0.0, 42.0, 23.0
поздний, @default_class, 0.0, 70.0, 64.0
аккурат, @default_class, 0.0, 19.0, 19.0
накрываться, @default_class, 0.0, 58.0, 13.0
происходить, @default_class, 0.0, 12415.0, 2647.0
просто, @default_class, 0.0, 6875.0, 4532.0
последствие, @default_class, 0.0, 269.0, 145.0
видный, @default_class, 0.0, 565.0, 161.0
отвозить, @default_class, 0.0, 257.0, 76.0
сдерживать, @default_class, 0.0, 92.0, 37.0
жаловаться, @default_class, -0.166666671634, 652.0, 205.0
четверг, @default_class, 0.0, 192.0, 152.0
суперкарта, @default_class, 0.0, 1.0, 1.0
выстрел, @default_class, 0.0, 9.0, 7.0
автор, @default_class, 0.0, 193.0, 168.0
обманный, @default_class, -0.5, 73.0, 52.0
оказывать_содействие, @default_class, 0.0, 37.0, 20.0
затруднительный, @default_class, -0.25, 96.0, 43.0
фееричный, @default_class, -0.125, 20.0, 6.0
покрываться, @default_class, 0.0, 20.0, 6.0
плат, @default_class, 0.0, 316.0, 104.0
восхищение, @default_class, 0.5, 32.0, 19.0
напечатать, @default_class, 0.0, 294.0, 91.0
оптимальный, @default_class, 0.428571432829, 98.0, 79.0
поиск, @default_class, 0.0, 510.0, 292.0
сохранять, @default_class, 0.0, 621.0, 204.0
чертаново, @default_class, 0.0, 12.0, 9.0
ненавязчивый, @default_class, 0.25, 64.0, 55.0
следовать, @default_class, 0.0, 2043.0, 541.0
диктовать, @default_class, 0.0, 195.0, 63.0
переоформлять, @default_class, 0.0, 340.0, 129.0
бизнес, @default_class, 0.0, 774.0, 462.0
данные_обработка, @default_class, 0.0, 130.0, 64.0
пробовать, @default_class, 0.0, 867.0, 237.0
ситуация, @default_class, 0.0, 9890.0, 4594.0
пупер, @default_class, 0.0, 16.0, 7.0
огрызаться, @default_class, 0.0, 12.0, 3.0
сверхлимитный, @default_class, 0.0, 86.0, 62.0
автоинформатор, @default_class, 0.0, 200.0, 110.0
предлагать, @default_class, 0.0, 21580.0, 4056.0
перепродавать, @default_class, 0.0, 25.0, 10.0
процедура, @default_class, -0.0625, 1349.0, 694.0
президиум, @default_class, 0.0, 8.0, 4.0
обговариваться, @default_class, 0.0, 32.0, 10.0
сопоставимый, @default_class, 0.0, 21.0, 8.0
неисправный, @default_class, -0.333333343267, 153.0, 81.0
ипотека, @default_class, 0.0, 3645.0, 1783.0
навязывание, @default_class, 0.0, 742.0, 326.0
содействовать, @default_class, 0.0, 16.0, 6.0
регулятор, @default_class, 0.0, 18.0, 15.0
чуть, @default_class, 0.0, 766.0, 652.0
который, @default_class, 0.0, 21008.0, 10492.0
детально, @default_class, 0.0, 54.0, 49.0
ежемесячный_платеж, @default_class, 0.0, 24.0, 19.0
мир, @default_class, 0.0, 617.0, 422.0
карта_пользоваться, @default_class, 0.0, 541.0, 291.0
однофамилец, @default_class, 0.0, 36.0, 22.0
суточный, @default_class, 0.0, 44.0, 30.0
райффайзенбанк, @default_class, 0.0, 19.0, 13.0
посылка, @default_class, 0.0, 25.0, 19.0
перев, @default_class, 0.0, 146.0, 44.0
безвозмездно, @default_class, 0.0, 10.0, 10.0
призный, @default_class, 0.0, 10.0, 3.0
успокаивать, @default_class, 0.0, 627.0, 151.0
внутри, @default_class, 0.166666671634, 277.0, 243.0
несколько, @default_class, 0.0, 100.0, 94.0
своровать, @default_class, 0.0, 29.0, 8.0
остальное, @default_class, 0.0, 185.0, 167.0
завещание, @default_class, 0.0, 19.0, 11.0
терпеть, @default_class, 0.0, 346.0, 123.0
обогащение, @default_class, 0.0, 32.0, 16.0
корзина, @default_class, 0.0, 19.0, 17.0
снижение, @default_class, 0.0, 255.0, 130.0
краснодар, @default_class, 0.0, 181.0, 94.0
прибегать, @default_class, 0.0, 244.0, 74.0
вычеркнуть, @default_class, 0.0, 51.0, 16.0
честность, @default_class, 0.416666656733, 62.0, 41.0
движимый, @default_class, 0.0, 12.0, 9.0
семья, @default_class, 0.166666671634, 671.0, 400.0
втыкать, @default_class, 0.0, 7.0, 4.0
определ, @default_class, 0.0, 196.0, 75.0
проездной, @default_class, 0.0, 10.0, 8.0
отбирать, @default_class, -0.5, 222.0, 61.0
транзакция, @default_class, 0.0, 2135.0, 780.0
метка, @default_class, 0.0, 18.0, 5.0
пресса, @default_class, 0.0, 16.0, 12.0
ухудшаться, @default_class, -0.5, 275.0, 60.0
попытка_увенчиваться, @default_class, 0.0, 1.0, 1.0
юр, @default_class, 0.0, 428.0, 286.0
годик, @default_class, 0.0, 4.0, 4.0
продавать, @default_class, 0.0, 1849.0, 480.0
сильно, @default_class, 0.0, 587.0, 536.0
прописывать, @default_class, 0.0, 2053.0, 455.0
вышенаписанный, @default_class, 0.0, 5.0, 5.0
стадия, @default_class, 0.0, 235.0, 158.0
бросать_трубка, @default_class, 0.0, 2.0, 2.0
домодедовский, @default_class, 0.0, 46.0, 33.0
сыктывкар, @default_class, 0.0, 21.0, 16.0
огорчать, @default_class, -0.5, 397.0, 86.0
роскомнадзор, @default_class, 0.0, 68.0, 54.0
невозможный, @default_class, -0.10000000149, 1934.0, 564.0
туда, @default_class, 0.0, 1245.0, 1005.0
роль, @default_class, 0.0, 89.0, 55.0
ноль, @default_class, 0.166666671634, 442.0, 300.0
правоотношение, @default_class, 0.0, 12.0, 8.0
нежелательный, @default_class, 0.0, 21.0, 16.0
аналитический, @default_class, 0.0, 11.0, 10.0
бурный, @default_class, 0.0, 20.0, 17.0
нсв, @default_class, 0.0, 9.0, 4.0
инвестирование, @default_class, 0.0, 21.0, 12.0
базовый, @default_class, 0.0, 198.0, 126.0
сведение, @default_class, 0.0, 837.0, 325.0
вместе, @default_class, 0.0, 796.0, 592.0
профиль, @default_class, 0.0, 69.0, 33.0
неудачно, @default_class, 0.0, 16.0, 16.0
клавиатура, @default_class, 0.0, 61.0, 54.0
первый_раз, @default_class, 0.0, 144.0, 115.0
отработанный, @default_class, 0.0, 16.0, 12.0
программист, @default_class, 0.0, 147.0, 83.0
любитель, @default_class, 0.0, 88.0, 24.0
наказуемый, @default_class, -0.5, 9.0, 7.0
восьмой, @default_class, 0.0, 24.0, 21.0
прокатиться, @default_class, 0.0, 11.0, 7.0
крепко, @default_class, 0.0, 15.0, 12.0
уговаривать, @default_class, 0.0, 570.0, 143.0
городок, @default_class, 0.0, 32.0, 16.0
штраф, @default_class, -0.5, 1396.0, 666.0
скучать, @default_class, 0.0, 62.0, 22.0
гибдд, @default_class, 0.0, 95.0, 57.0
самостоятельно, @default_class, 0.0, 532.0, 475.0
комплект, @default_class, 0.0, 291.0, 143.0
благодарить, @default_class, 0.166666671634, 756.0, 245.0
переживать, @default_class, -0.333333343267, 757.0, 229.0
категорически, @default_class, 0.0, 169.0, 165.0
картина, @default_class, 0.0, 189.0, 119.0
починять, @default_class, 0.0, 229.0, 72.0
выживать, @default_class, -0.375, 34.0, 14.0
формат, @default_class, 0.0, 147.0, 87.0
спокойный, @default_class, 0.166666671634, 288.0, 198.0
воля, @default_class, 0.10000000149, 265.0, 144.0
подсаживаться, @default_class, 0.0, 19.0, 7.0
карточка, @default_class, 0.0, 3147.0, 1146.0
набирать, @default_class, -0.10000000149, 1652.0, 396.0
президент, @default_class, 0.0, 195.0, 136.0
перевозка, @default_class, 0.0, 26.0, 13.0
роман, @default_class, 0.0, 185.0, 68.0
водитель, @default_class, 0.0, 26.0, 15.0
нерв, @default_class, 0.0, 859.0, 588.0
цитировать, @default_class, 0.0, 366.0, 129.0
любовь, @default_class, 0.25, 89.0, 51.0
экземпляр, @default_class, 0.0, 299.0, 130.0
намерение, @default_class, 0.0, 235.0, 122.0
протягивать, @default_class, 0.0, 241.0, 64.0
увенчиваться, @default_class, 0.0, 302.0, 62.0
намеривать, @default_class, 0.0, 179.0, 38.0
зачастую, @default_class, 0.0, 63.0, 58.0
также, @default_class, 0.0, 4623.0, 3301.0
кадр, @default_class, 0.0, 92.0, 64.0
сочинять, @default_class, 0.0, 30.0, 9.0
шаблон, @default_class, 0.0, 241.0, 124.0
намекать, @default_class, 0.0, 317.0, 63.0
заученный_фраза, @default_class, 0.0, 3.0, 3.0
детский, @default_class, 0.166666671634, 100.0, 89.0
читатель, @default_class, 0.0, 134.0, 82.0
засыпать, @default_class, 0.0, 43.0, 13.0
тетенька, @default_class, 0.0, 18.0, 11.0
толковый, @default_class, 0.583333313465, 34.0, 32.0
часовой, @default_class, 0.0, 65.0, 64.0
подлежать, @default_class, 0.0, 671.0, 128.0
болеть, @default_class, -0.333333343267, 126.0, 35.0
известный, @default_class, 0.0833333358169, 774.0, 330.0
заладиться, @default_class, 0.0, 34.0, 8.0
невнимательный, @default_class, -0.333333343267, 33.0, 28.0
рыба, @default_class, 0.0, 42.0, 30.0
неблагоприятный, @default_class, -0.5, 9.0, 8.0
безуспешный, @default_class, 0.0, 89.0, 45.0
внедрять, @default_class, 0.0, 89.0, 29.0
свой, @default_class, 0.0, 15981.0, 9060.0
старик, @default_class, 0.0, 10.0, 9.0
должник, @default_class, -0.166666671634, 586.0, 320.0
пд, @default_class, 0.0, 14.0, 9.0
взнос, @default_class, 0.0, 1125.0, 490.0
спб, @default_class, 0.0, 317.0, 238.0
гибнуть, @default_class, 0.0, 11.0, 1.0
преамбула, @default_class, 0.0, 33.0, 16.0
итоговый, @default_class, 0.0, 65.0, 61.0
явный, @default_class, -0.125, 124.0, 117.0
одноразовый, @default_class, -0.125, 102.0, 74.0
смс_уведомление, @default_class, 0.0, 93.0, 59.0
перевод, @default_class, 0.0, 6240.0, 1852.0
сечь, @default_class, 0.0, 38.0, 23.0
тинек, @default_class, 0.0, 11.0, 6.0
заключаться, @default_class, 0.0, 1161.0, 213.0
возлагать, @default_class, 0.0, 137.0, 40.0
осуществляться, @default_class, 0.0, 1455.0, 285.0
незначительный, @default_class, 0.0, 116.0, 70.0
иначе, @default_class, 0.0, 573.0, 509.0
стандартный, @default_class, 0.0, 514.0, 412.0
дорога, @default_class, 0.0, 323.0, 243.0
жизнь_здоровье, @default_class, 0.0, 7.0, 6.0
девиз, @default_class, 0.0, 31.0, 21.0
подымать, @default_class, -0.125, 1039.0, 239.0
выбирать, @default_class, 0.0, 5177.0, 1268.0
свинья, @default_class, 0.0, 10.0, 9.0
тр, @default_class, 0.0, 301.0, 166.0
швырять, @default_class, 0.0, 1.0, 1.0
доноситься, @default_class, 0.0, 13.0, 6.0
перенос, @default_class, 0.0, 105.0, 57.0
мастеркард, @default_class, 0.0, 57.0, 46.0
отсрочивать, @default_class, 0.0, 39.0, 17.0
чем, @default_class, 0.0, 1.0, 1.0
выключаться, @default_class, 0.0, 67.0, 22.0
отзываться, @default_class, 0.0, 110.0, 28.0
роддом, @default_class, 0.0, 4.0, 4.0
строка, @default_class, 0.0, 231.0, 125.0
долгоруковский, @default_class, 0.0, 167.0, 61.0
полтора, @default_class, 0.0, 8.0, 6.0
орган, @default_class, 0.0, 541.0, 280.0
улаживать, @default_class, 0.0, 149.0, 51.0
машинка, @default_class, 0.166666671634, 64.0, 28.0
иностранный, @default_class, 0.166666671634, 173.0, 127.0
профессиональный, @default_class, 0.166666671634, 534.0, 442.0
базарный, @default_class, 0.0, 11.0, 10.0
относительный, @default_class, 0.0, 7.0, 7.0
втюхать, @default_class, 0.0, 93.0, 26.0
женщина, @default_class, 0.0, 513.0, 246.0
произведение, @default_class, 0.0, 32.0, 15.0
фотография, @default_class, 0.25, 133.0, 78.0
внесудебный, @default_class, 0.0, 3.0, 3.0
кемерово, @default_class, 0.0, 68.0, 45.0
отзваниваться, @default_class, 0.0, 103.0, 25.0
неполный, @default_class, -0.0833333358169, 83.0, 62.0
ива, @default_class, 0.0, 37.0, 15.0
весенний, @default_class, 0.0, 11.0, 9.0
степень, @default_class, 0.0, 201.0, 107.0
виснуть, @default_class, 0.0, 121.0, 29.0
зарплата, @default_class, 0.0, 2320.0, 1300.0
поезд, @default_class, 0.0, 64.0, 47.0
приятель, @default_class, 0.0, 11.0, 11.0
важный, @default_class, 0.333333343267, 1734.0, 550.0
инкассовый, @default_class, 0.0, 23.0, 11.0
убирать, @default_class, 0.0, 1136.0, 318.0
африка, @default_class, 0.0, 14.0, 5.0
судя, @default_class, 0.0, 852.0, 410.0
вооружаться, @default_class, 0.0, 76.0, 18.0
бросать, @default_class, -0.333333343267, 762.0, 242.0
расположение, @default_class, 0.0, 145.0, 80.0
квиточек, @default_class, 0.0, 10.0, 9.0
приучать, @default_class, 0.0, 81.0, 13.0
твориться, @default_class, -0.166666671634, 340.0, 93.0
электроника, @default_class, 0.0, 6.0, 6.0
переплачивать, @default_class, -0.333333343267, 367.0, 122.0
обсуждаться, @default_class, 0.0, 108.0, 23.0
значимый, @default_class, 0.0, 31.0, 25.0
разумно, @default_class, 0.0, 69.0, 30.0
сопоставлять, @default_class, 0.0, 27.0, 12.0
обоюдный, @default_class, 0.166666671634, 9.0, 9.0
неприкрытый, @default_class, 0.0, 4.0, 3.0
бла, @default_class, 0.0, 266.0, 48.0
подарочный, @default_class, 0.0, 30.0, 25.0
незадолго, @default_class, 0.0, 18.0, 15.0
дискриминация, @default_class, -0.666666686535, 49.0, 23.0
точный, @default_class, 0.0, 399.0, 334.0
аудио, @default_class, 0.0, 20.0, 13.0
усматривать, @default_class, 0.0, 43.0, 9.0
берег, @default_class, 0.0, 11.0, 8.0
отступать, @default_class, -0.20000000298, 26.0, 11.0
барабан, @default_class, 0.0, 25.0, 22.0
обрабатывать, @default_class, 0.0, 990.0, 236.0
подтверждать, @default_class, 0.0, 5400.0, 1389.0
обязательство, @default_class, 0.10000000149, 1107.0, 492.0
портиться, @default_class, -0.166666671634, 87.0, 32.0
колхоз, @default_class, -0.375, 14.0, 7.0
просматриваться, @default_class, 0.0, 29.0, 11.0
негативный, @default_class, -0.5, 528.0, 445.0
авто, @default_class, 0.0714285746217, 466.0, 247.0
доход_отмывание, @default_class, 0.0, 29.0, 10.0
время_добрый, @default_class, 0.0, 7.0, 7.0
южнобутовский, @default_class, 0.0, 5.0, 4.0
повертывать, @default_class, 0.0, 95.0, 22.0
бог, @default_class, 0.166666671634, 399.0, 331.0
сообщать, @default_class, 0.0, 33834.0, 4456.0
страна, @default_class, 0.0, 762.0, 561.0
позвонить_сказать, @default_class, 0.0, 373.0, 160.0
отвлекаться, @default_class, 0.0, 192.0, 46.0
бесцеремонный, @default_class, 0.0, 11.0, 11.0
доходность, @default_class, 0.0, 40.0, 23.0
коляска, @default_class, 0.0, 18.0, 10.0
отражать, @default_class, 0.0, 594.0, 115.0
халатность, @default_class, -0.5, 197.0, 99.0
пытаться, @default_class, -0.166666671634, 11683.0, 2011.0
доставлять_неудобство, @default_class, 0.0, 15.0, 12.0
особенность, @default_class, 0.0, 382.0, 169.0
обидно, @default_class, 0.0, 806.0, 208.0
кредитование_потребительский, @default_class, 0.0, 1.0, 1.0
стол, @default_class, 0.0, 456.0, 290.0
страховать, @default_class, 0.0, 365.0, 93.0
объявляться, @default_class, 0.0, 51.0, 10.0
выдача, @default_class, 0.0, 2994.0, 1601.0
взаимоотношение, @default_class, 0.0, 155.0, 90.0
долевой, @default_class, 0.0, 42.0, 33.0
неудобно, @default_class, 0.0, 820.0, 223.0
разочаровывать, @default_class, 0.0, 714.0, 203.0
вперед, @default_class, -0.10000000149, 143.0, 131.0
запись, @default_class, 0.0, 1102.0, 532.0
лог, @default_class, 0.0, 32.0, 20.0
совковый, @default_class, -0.5, 41.0, 37.0
разборка, @default_class, 0.0, 40.0, 29.0
палата, @default_class, 0.0, 82.0, 43.0
премьер, @default_class, 0.0, 32.0, 14.0
осень, @default_class, 0.0, 115.0, 97.0
обзор, @default_class, 0.0, 14.0, 5.0
неоднократно, @default_class, 0.0, 625.0, 546.0
удэ, @default_class, 0.0, 17.0, 11.0
добираться, @default_class, 0.0, 517.0, 166.0
ярославский, @default_class, 0.0, 26.0, 20.0
комедия, @default_class, 0.0, 15.0, 11.0
кабинка, @default_class, 0.0, 46.0, 29.0
презентация, @default_class, 0.0, 54.0, 28.0
доработка, @default_class, 0.0, 36.0, 22.0
беременность, @default_class, 0.0, 64.0, 55.0
втб, @default_class, 0.0, 43067.0, 14077.0
колл_позвонить, @default_class, 0.0, 10.0, 10.0
израсходовать, @default_class, 0.0, 69.0, 22.0
немаловажный, @default_class, 0.166666671634, 85.0, 37.0
раз, @default_class, 0.0, 14487.0, 7296.0
аварийный, @default_class, 0.0, 4.0, 4.0
случайный, @default_class, -0.10000000149, 61.0, 52.0
молчание, @default_class, 0.0, 92.0, 70.0
розничный, @default_class, 0.0, 81.0, 67.0
понт, @default_class, 0.0, 5.0, 5.0
фамилия, @default_class, 0.0, 1345.0, 699.0
обрадовать, @default_class, 0.5, 551.0, 130.0
вставлять, @default_class, 0.0, 1143.0, 263.0
выпускать, @default_class, 0.0, 3277.0, 757.0
петров, @default_class, 0.0, 9.0, 8.0
стоимость, @default_class, 0.0, 1334.0, 647.0
отредактировать, @default_class, 0.0, 39.0, 7.0
выгодоприобретатель, @default_class, 0.0, 31.0, 17.0
очередь, @default_class, 0.0, 7008.0, 3036.0
спровоцировать, @default_class, 0.0, 42.0, 8.0
загора, @default_class, 0.0, 11.0, 9.0
энтузиаст, @default_class, 0.0, 34.0, 26.0
обнаруживать, @default_class, 0.0, 5250.0, 975.0
годность_срок, @default_class, 0.0, 13.0, 10.0
отчетливо, @default_class, 0.0, 11.0, 10.0
красноярск, @default_class, 0.0, 109.0, 72.0
сегодняшний, @default_class, -0.166666671634, 597.0, 559.0
недвижимость_объект, @default_class, 0.0, 13.0, 5.0
экономически, @default_class, 0.0, 9.0, 9.0
истекать, @default_class, 0.0, 1356.0, 353.0
давно, @default_class, 0.0, 1466.0, 1255.0
привлекательность, @default_class, 0.0, 7.0, 5.0
сокольники, @default_class, 0.0, 64.0, 48.0
мини, @default_class, 0.0, 108.0, 49.0
соответствовать, @default_class, 0.0, 1449.0, 372.0
сниматься, @default_class, 0.0, 818.0, 201.0
октябрь, @default_class, 0.0, 1514.0, 979.0
работодатель, @default_class, 0.0, 609.0, 378.0
исполнение, @default_class, 0.166666671634, 688.0, 311.0
колебаться, @default_class, -0.125, 44.0, 7.0
отмена, @default_class, 0.0, 528.0, 246.0
соверша, @default_class, 0.0, 85.0, 22.0
бочка, @default_class, 0.0, 38.0, 23.0
сухой, @default_class, 0.0, 91.0, 87.0
активировать, @default_class, 0.0, 1249.0, 327.0
прочувствовать, @default_class, 0.0, 28.0, 9.0
родитель, @default_class, 0.0, 246.0, 133.0
ощущаться, @default_class, 0.0, 23.0, 5.0
производство, @default_class, 0.0, 358.0, 141.0
исковый, @default_class, 0.0, 25.0, 23.0
кв, @default_class, 0.0, 40.0, 34.0
невнимательность, @default_class, 0.0, 72.0, 50.0
намереваться, @default_class, 0.0, 110.0, 31.0
видеонаблюдение, @default_class, 0.0, 53.0, 44.0
моментальный, @default_class, 0.0, 74.0, 53.0
многоканальный, @default_class, 0.0, 35.0, 31.0
превращаться, @default_class, -0.166666671634, 592.0, 131.0
акт, @default_class, 0.0, 324.0, 130.0
муж, @default_class, 0.166666671634, 1358.0, 603.0
самарский, @default_class, 0.0, 34.0, 30.0
девчонка, @default_class, 0.0, 32.0, 25.0
быстрота, @default_class, 0.0, 64.0, 43.0
грубый_форма, @default_class, 0.0, 24.0, 22.0
оперативность, @default_class, 0.0, 474.0, 303.0
сыпаться, @default_class, 0.0, 58.0, 19.0
скан, @default_class, 0.0, 449.0, 169.0
капля, @default_class, 0.0, 219.0, 98.0
рязанский, @default_class, 0.0, 43.0, 33.0
планета, @default_class, 0.0, 14.0, 13.0
декабрь, @default_class, 0.0, 2133.0, 1239.0
издержки, @default_class, 0.0, 101.0, 38.0
предстоящий, @default_class, 0.0, 52.0, 48.0
запоминать, @default_class, 0.0, 1497.0, 289.0
перезвон, @default_class, 0.0, 28.0, 19.0
печальный, @default_class, -0.333333343267, 130.0, 98.0
кольцовский, @default_class, 0.0, 33.0, 23.0
календарный, @default_class, 0.0, 231.0, 185.0
дом, @default_class, 0.10000000149, 1052.0, 687.0
лезть, @default_class, -0.333333343267, 287.0, 73.0
неоплата, @default_class, 0.0, 26.0, 20.0
структурный, @default_class, 0.0, 14.0, 14.0
переспрашивать, @default_class, 0.0, 630.0, 167.0
обвинять, @default_class, -0.375, 532.0, 105.0
самый, @default_class, 0.0, 4352.0, 3414.0
войковский, @default_class, 0.0, 64.0, 45.0
некогда, @default_class, 0.0, 87.0, 76.0
выкладывать, @default_class, 0.0, 269.0, 68.0
пожить, @default_class, 0.0, 13.0, 5.0
скриншот, @default_class, 0.0, 250.0, 137.0
пенсионный, @default_class, 0.0, 338.0, 217.0
возмещение, @default_class, 0.0, 678.0, 291.0
невыполнение, @default_class, 0.0, 62.0, 32.0
убеждение, @default_class, 0.166666671634, 125.0, 34.0
указывать, @default_class, -0.166666671634, 13335.0, 2624.0
колхозный, @default_class, 0.0, 9.0, 8.0
банкир, @default_class, -0.125, 239.0, 141.0
засвечивать, @default_class, 0.0, 16.0, 4.0
предъявлять, @default_class, -0.20000000298, 831.0, 247.0
обращаться_отделение, @default_class, 0.0, 935.0, 545.0
навязывать_страховка, @default_class, 0.0, 66.0, 41.0
подключаться, @default_class, 0.0, 829.0, 217.0
секрет, @default_class, 0.0, 179.0, 80.0
срабатывать, @default_class, 0.0, 526.0, 129.0
часок, @default_class, 0.0, 13.0, 11.0
радостно, @default_class, 0.0, 211.0, 149.0
неприятно, @default_class, 0.0, 858.0, 339.0
грех, @default_class, -0.666666686535, 36.0, 30.0
лев, @default_class, 0.0, 17.0, 11.0
привязка, @default_class, 0.0, 190.0, 91.0
соответственно, @default_class, 0.0, 990.0, 854.0
обучение, @default_class, 0.166666671634, 181.0, 105.0
руководящий, @default_class, 0.0, 31.0, 31.0
проверка, @default_class, 0.0, 1535.0, 856.0
нехороший, @default_class, 0.0, 54.0, 46.0
благодарность_искренний, @default_class, 0.0, 2.0, 2.0
защища, @default_class, 0.0, 17.0, 7.0
прочее, @default_class, 0.0, 320.0, 272.0
госпожа, @default_class, 0.0, 63.0, 40.0
банковский_тайна, @default_class, 0.0, 2.0, 2.0
наб, @default_class, 0.0, 20.0, 17.0
раб, @default_class, -0.375, 173.0, 108.0
трансаэро, @default_class, 0.0, 387.0, 191.0
х, @default_class, 0.0, 1096.0, 808.0
пушкинский, @default_class, 0.0, 39.0, 25.0
перезаказывать, @default_class, 0.0, 29.0, 11.0
брюнетка, @default_class, 0.0, 20.0, 4.0
неприятный_сюрприз, @default_class, 0.0, 2.0, 2.0
экономия, @default_class, 0.166666671634, 109.0, 70.0
ижевск, @default_class, 0.0, 53.0, 27.0
налогоплательщик, @default_class, 0.0, 20.0, 13.0
желать, @default_class, 0.125, 1978.0, 621.0
командировка, @default_class, 0.0, 312.0, 187.0
коллекторский, @default_class, 0.0, 140.0, 107.0
материальный_ущерб, @default_class, 0.0, 12.0, 9.0
позапрошлый, @default_class, 0.0, 10.0, 10.0
грамотный, @default_class, 0.5, 532.0, 423.0
постоянно, @default_class, 0.0, 1099.0, 966.0
